time: 0; power: 0.0; position: 0
time: 5.606581147; power: 0.0; position: 1
time: 5.609395439; power: 0.0; position: 1
time: 5.612363731; power: 0.0; position: 1
time: 5.615139522; power: 0.0; position: 1
time: 5.618055606; power: 0.0; position: 1
time: 5.620792023; power: 0.0; position: 1
time: 5.623548273; power: 0.0; position: 1
time: 5.626447732; power: 0.0; position: 1
time: 5.629210982; power: 0.0; position: 1
time: 5.631922608; power: 0.0; position: 1
time: 5.635020983; power: 0.0; position: 1
time: 5.638170691; power: 0.0; position: 1
time: 5.6411944; power: 0.0; position: 1
time: 5.644468067; power: 0.0; position: 1
time: 5.647370734; power: 0.0; position: 1
time: 5.650605901; power: 0.0; position: 1
time: 5.65381161; power: 0.0; position: 1
time: 5.657168985; power: 0.0; position: 1
time: 5.660290402; power: 0.0; position: 1
time: 5.663459069; power: 0.0; position: 1
time: 5.666775319; power: 0.0; position: 1
time: 5.669726111; power: 0.0; position: 1
time: 5.672704028; power: 0.0; position: 1
time: 5.675613404; power: 0.0; position: 1
time: 5.678546404; power: 0.0; position: 1
time: 5.681983404; power: 0.0; position: 1
time: 5.685080321; power: 0.0; position: 1
time: 5.68789753; power: 0.0; position: 1
time: 5.690773363; power: 0.0; position: 1
time: 5.693640155; power: 0.0; position: 1
time: 5.696611655; power: 0.0; position: 1
time: 5.699700989; power: 0.0; position: 1
time: 5.702516448; power: 0.0; position: 1
time: 5.70547599; power: 0.0; position: 1
time: 5.708639115; power: 0.0; position: 1
time: 5.711457199; power: 0.0; position: 1
time: 5.714559657; power: 0.0; position: 1
time: 5.717614866; power: 0.0; position: 1
time: 5.7205922; power: 0.0; position: 1
time: 5.723587908; power: 0.0; position: 1
time: 5.726653617; power: 0.0; position: 1
time: 5.729690742; power: 0.0; position: 1
time: 5.732604493; power: 0.0; position: 1
time: 5.735546534; power: 0.0; position: 1
time: 5.738479535; power: 0.0; position: 1
time: 5.741484868; power: 0.0; position: 1
time: 5.744335619; power: 0.0; position: 1
time: 5.747288452; power: 0.0; position: 1
time: 5.750155828; power: 0.0; position: 1
time: 5.753252161; power: 0.0; position: 1
time: 5.75631437; power: 0.0; position: 1
time: 5.759743495; power: 0.0; position: 1
time: 5.762768954; power: 0.0; position: 1
time: 5.765557287; power: 0.0; position: 1
time: 5.768594413; power: 0.0; position: 1
time: 5.771424455; power: 0.0; position: 1
time: 5.774538872; power: 0.0; position: 1
time: 5.777708122; power: 0.0; position: 1
time: 5.781151247; power: 0.0; position: 1
time: 5.784170289; power: 0.0; position: 1
time: 5.78704379; power: 0.0; position: 1
time: 5.790003915; power: 0.0; position: 1
time: 5.793265332; power: 0.0; position: 1
time: 5.796255499; power: 0.0; position: 1
